,Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Color,Airbags
2870,8781,MITSUBISHI,2005,Hatchback,No,Petrol,157000 km,4.0,Tiptronic,Silver,5
2871,34811,LEXUS,2016,Jeep,Yes,Hybrid,157000 km,6.0,Automatic,Grey,12
2872,5488,VOLKSWAGEN,2003,Sedan,Yes,Petrol,228000 km,4.0,Manual,Black,6
2873,19200,JAGUAR,1999,Sedan,Yes,Petrol,1000 km,8.0,Tiptronic,Green,7
2874,7527,SUBARU,2011,Jeep,No,Petrol,420800 km,4.0,Tiptronic,Black,7
2875,18817,TOYOTA,2018,Sedan,Yes,Hybrid,35058 km,4.0,Automatic,White,12
2876,2587,TOYOTA,2018,Jeep,Yes,Petrol,16213 km,4.0,Automatic,Grey,12
2878,7840,MERCEDES-BENZ,2002,Sedan,Yes,Petrol,12000 km,6.0,Tiptronic,Black,8
2879,7213,SUBARU,2003,Universal,No,Petrol,18000 km,4.0,Tiptronic,White,2
2880,13485,SUZUKI,2005,Jeep,No,Petrol,180000 km,6.0,Automatic,Carnelian red,6
2881,41387,HYUNDAI,2016,Minivan,Yes,Diesel,110189 km,4.0,Automatic,Silver,4
2882,3000,OPEL,1994,Sedan,No,Petrol,1111 km,4.0,Manual,Green,4
2883,11704,CHEVROLET,2013,Hatchback,Yes,Petrol,71000 km,4.0,Automatic,Blue,4
2884,10976,OPEL,2008,Sedan,No,CNG,205000 km,4.0,Manual,Silver,4
2885,18124,HYUNDAI,2011,Coupe,Yes,Petrol,160000 km,4.0,Automatic,Black,4
2886,46919,HYUNDAI,2015,Jeep,Yes,Diesel,117000 km,4.0,Automatic,Black,4
2887,1568,HYUNDAI,2012,Sedan,Yes,Petrol,246230 km,4.0,Automatic,Black,12
2888,14900,FORD,2013,Sedan,No,Petrol,37000 km,4.0,Automatic,White,8
2889,22545,SSANGYONG,2011,Jeep,Yes,Diesel,99895 km,4.0,Automatic,Silver,4
2890,32929,MITSUBISHI,2017,Jeep,No,Petrol,21000 km,4.0,Variator,Brown,6
2892,26343,FORD,2012,Coupe,No,Petrol,92000 km,6.0,Manual,Blue,9
2895,15053,HYUNDAI,2015,Sedan,Yes,LPG,272769 km,4.0,Automatic,Silver,4
2897,5645,OPEL,2001,Universal,Yes,Diesel,441000 km,4.0,Manual,Black,4
2898,4077,VOLKSWAGEN,1997,Goods wagon,No,Diesel,194000 km,4.0,Manual,Blue,2
2899,10036,TOYOTA,2007,Sedan,No,Petrol,11111 km,3.0,Automatic,Silver,4
2901,16621,BMW,2014,Jeep,Yes,Diesel,110715 km,6.0,Automatic,White,4
2902,7840,NISSAN,1997,Sedan,No,CNG,2888 km,4.0,Manual,Black,2
2903,10976,HYUNDAI,2015,Sedan,Yes,LPG,620755 km,4.0,Automatic,White,4
2905,16041,CHEVROLET,2012,Sedan,Yes,Petrol,80497 km,4.0,Automatic,Grey,4
2906,7840,MAZDA,2004,Minivan,No,LPG,150783 km,4.0,Automatic,Silver,2
2909,8000,TOYOTA,2011,Hatchback,No,Petrol,203000 km,4.0,Variator,Blue,2
2910,10300,OPEL,2006,Minivan,No,CNG,350000 km,4.0,Manual,White,6
2913,4861,HONDA,2015,Sedan,Yes,Hybrid,49272 km,4.0,Automatic,Blue,6
2914,17405,KIA,2011,Jeep,Yes,Diesel,47232 km,4.0,Automatic,Grey,4
2915,3763,MERCEDES-BENZ,1997,Sedan,Yes,Petrol,105000 km,4.0,Automatic,Silver,4
2916,16891,HYUNDAI,2016,Sedan,Yes,Diesel,43840 km,4.0,Automatic,White,4
2917,32910,HYUNDAI,2014,Minivan,Yes,Diesel,140000 km,4.0,Automatic,Silver,4
2918,20071,KIA,2012,Sedan,Yes,Hybrid,100000 km,4.0,Automatic,Black,8
2919,21169,FORD,2004,Microbus,No,Diesel,239000 km,4.0,Manual,White,4
2920,6899,SUBARU,2002,Universal,No,CNG,188645 km,4.0,Automatic,Silver,2
2921,25716,HYUNDAI,2016,Sedan,No,Petrol,51000 km,4.0,Tiptronic,Black,16
2924,51272,HONDA,2016,Sedan,Yes,Petrol,42378 km,4.0,Automatic,White,4
2925,16621,CHEVROLET,2015,Sedan,Yes,Petrol,144000 km,4.0,Tiptronic,White,12
2926,13771,HYUNDAI,2009,Sedan,Yes,Petrol,143091 km,4.0,Automatic,Silver,4
2927,21639,FORD,2013,Hatchback,No,Hybrid,125000 km,4.0,Automatic,Grey,4
2928,17562,FORD,2013,Sedan,Yes,Hybrid,218400 km,4.0,Automatic,Black,6
2929,1019,LEXUS,2013,Jeep,Yes,Hybrid,138038 km,6.0,Automatic,White,12
2930,10192,LEXUS,2015,Sedan,Yes,Hybrid,98032 km,4.0,Automatic,Black,12
2931,15994,MERCEDES-BENZ,2011,Coupe,Yes,Diesel,170429 km,6.0,Automatic,Silver,12
2932,64290,BMW,2014,Coupe,Yes,Petrol,56000 km,6.0,Tiptronic,Grey,12
2933,2901,NISSAN,2013,Jeep,Yes,Petrol,166013 km,4.0,Automatic,White,12
2935,17562,CHEVROLET,2015,Sedan,No,Petrol,100000 km,4.0,Tiptronic,White,8
2936,8467,VOLKSWAGEN,2012,Sedan,No,Petrol,188485 km,4.0,Tiptronic,Silver,12
2937,10036,TOYOTA,2006,Hatchback,No,Hybrid,27500 km,4.0,Automatic,White,6
2938,14113,MERCEDES-BENZ,2005,Sedan,Yes,LPG,26600 km,6.0,Tiptronic,Grey,10
2939,24462,MERCEDES-BENZ,2006,Jeep,Yes,Petrol,216000 km,8.0,Tiptronic,Silver,12
2940,11760,LEXUS,2010,Sedan,Yes,Hybrid,156000 km,4.0,Tiptronic,Black,12
2941,87811,MERCEDES-BENZ,2003,Jeep,Yes,Petrol,137500 km,8.0,Automatic,Silver,8
2942,54568,LEXUS,2013,Jeep,Yes,Petrol,202651 km,8.0,Automatic,Black,8
2943,18189,CHEVROLET,2011,Jeep,Yes,Diesel,70479 km,4.0,Automatic,Grey,4
2944,27174,CHEVROLET,2015,Jeep,Yes,Diesel,101537 km,4.0,Automatic,Black,4
2945,17240,VOLKSWAGEN,2012,Sedan,Yes,Petrol,109000 km,5.0,Tiptronic,Black,12
2946,22649,CHEVROLET,2012,Jeep,Yes,Diesel,129760 km,4.0,Automatic,Grey,4
2947,14113,TOYOTA,2010,Sedan,Yes,Hybrid,312000 km,4.0,Variator,Black,8
2948,22894,CHEVROLET,2017,Sedan,No,Petrol,46800 km,4.0,Automatic,Black,6
2949,11290,MERCEDES-BENZ,2000,Jeep,No,Diesel,335000 km,5.0,Tiptronic,Silver,4
2950,4704,CHEVROLET,2018,Sedan,Yes,Petrol,41822 km,4.0,Automatic,Grey,12
2951,38445,CHEVROLET,2016,Jeep,Yes,Diesel,54472 km,4.0,Automatic,Silver,4
2952,19757,LEXUS,1998,Jeep,Yes,Petrol,404800 km,8.0,Automatic,Black,2
2953,2800,VAZ,1999,Sedan,No,Petrol,10000 km,9.0,Manual,White,6
2954,13799,FORD,2014,Sedan,No,Petrol,8640 km,4.0,Automatic,Silver,4
2955,8938,MERCEDES-BENZ,2000,Coupe,Yes,Petrol,189622 km,4.0,Manual,Silver,4
2957,15053,FORD,2012,Sedan,No,Petrol,200000 km,4.0,Automatic,Silver,4
2958,18817,MERCEDES-BENZ,2007,Sedan,Yes,Petrol,255000 km,6.0,Tiptronic,Silver,6
2960,12000,HONDA,2010,Minivan,No,Petrol,171000 km,4.0,Automatic,Black,2
2961,9722,HYUNDAI,2015,Sedan,Yes,LPG,705856 km,4.0,Automatic,Orange,4
2962,8900,TOYOTA,2014,Sedan,No,Hybrid,138000 km,4.0,Automatic,White,4
2963,9408,JEEP,1994,Jeep,Yes,Petrol,335000 km,6.0,Automatic,Green,4
2964,9408,MERCEDES-BENZ,1999,Sedan,Yes,Petrol,150000 km,6.0,Tiptronic,Silver,6
2965,83251,CHEVROLET,2016,Cabriolet,Yes,Petrol,81142 km,4.0,Automatic,Black,4
2966,1803,TOYOTA,2013,Sedan,Yes,Hybrid,136861 km,4.0,Automatic,Blue,4
2967,29793,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,219030 km,6.0,Automatic,Black,12
2969,22266,TOYOTA,2015,Hatchback,No,Hybrid,159000 km,4.0,Automatic,White,12
2970,9408,CHEVROLET,2012,Sedan,Yes,Diesel,52312 km,4.0,Automatic,Black,4
2971,23678,HYUNDAI,2017,Sedan,Yes,LPG,110000 km,4.0,Automatic,White,4
2972,20698,HYUNDAI,2016,Sedan,Yes,LPG,26729 km,4.0,Automatic,Grey,4
2973,5331,VOLKSWAGEN,1999,Pickup,No,Diesel,260000 km,4.0,Manual,White,2
2974,11704,CHEVROLET,2009,Sedan,Yes,Petrol,119806 km,4.0,Automatic,Silver,4
2975,1960,CHEVROLET,2013,Jeep,Yes,Petrol,132429 km,4.0,Automatic,Silver,12
2976,20385,MERCEDES-BENZ,2007,Sedan,Yes,Petrol,1000 km,6.0,Tiptronic,White,12
2977,14113,FORD,2003,Microbus,No,Diesel,193000 km,4.0,Manual,Yellow,2
2978,3607,HYUNDAI,2011,Sedan,Yes,Petrol,169765 km,4.0,Automatic,Silver,12
2979,24239,TOYOTA,2014,Hatchback,Yes,Petrol,14486 km,4.0,Automatic,Silver,4
2980,20491,HYUNDAI,2016,Sedan,Yes,Diesel,50051 km,4.0,Automatic,Grey,4
2981,28532,TOYOTA,2013,Hatchback,Yes,Petrol,59000 km,4.0,Automatic,White,4
2982,1490,LEXUS,2012,Hatchback,Yes,Hybrid,174106 km,4.0,Automatic,White,4
2983,22197,TOYOTA,2012,Hatchback,Yes,Petrol,64400 km,4.0,Automatic,Orange,4
2984,10976,CHEVROLET,2014,Sedan,No,Petrol,126000 km,4.0,Automatic,Beige,6
2985,37580,HYUNDAI,2015,Jeep,Yes,Diesel,60000 km,4.0,Automatic,Grey,4
2986,5018,TOYOTA,2011,Jeep,Yes,Hybrid,489584 km,4.0,Automatic,Grey,12
2987,10663,NISSAN,2012,Hatchback,No,Petrol,181000 km,4.0,Automatic,White,4
2988,50184,HYUNDAI,2016,Jeep,Yes,Diesel,121764 km,4.0,Automatic,Blue,4
2989,10976,SUZUKI,1984,Jeep,Yes,CNG,100000 km,4.0,Manual,Green,4
2990,19613,CHEVROLET,2014,Jeep,Yes,Diesel,195691 km,4.0,Automatic,Black,4
2991,45473,BMW,2006,Sedan,Yes,Petrol,97000 km,10.0,Manual,Blue,10
2992,15367,VOLKSWAGEN,2012,Hatchback,No,Diesel,130000 km,4.0,Manual,White,10
2993,25729,HYUNDAI,2017,Sedan,Yes,Petrol,56378 km,4.0,Automatic,Silver,4
2994,6586,BMW,2011,Coupe,Yes,Petrol,143950 km,6.0,Automatic,Black,12
2995,18660,MITSUBISHI,2014,Jeep,No,Petrol,83516 km,4.0,Automatic,Silver,8
2996,57842,HYUNDAI,2019,Jeep,Yes,Petrol,32724 km,4.0,Automatic,White,4
2997,3450,BMW,2014,Sedan,Yes,Petrol,32724 km,6.0,Automatic,Black,12
2998,17694,HONDA,2017,Hatchback,Yes,Petrol,69968 km,4.0,Automatic,Blue,4
2999,15053,FORD,2007,Microbus,No,Diesel,69968 km,5.0,Manual,White,4
3000,11290,MERCEDES-BENZ,1999,Coupe,Yes,Petrol,237000 km,6.0,Tiptronic,Silver,12
3002,4861,SUBARU,2012,Jeep,Yes,Petrol,260133 km,4.0,Automatic,Silver,12
3003,10017,VOLKSWAGEN,2009,Goods wagon,No,Diesel,238000 km,4.0,Manual,White,2
3004,31988,LEXUS,2017,Jeep,Yes,Petrol,54120 km,4.0,Automatic,Grey,12
3005,34406,HYUNDAI,2016,Jeep,Yes,Diesel,101248 km,4.0,Automatic,Grey,4
3008,8154,TOYOTA,2003,Universal,No,Petrol,112000 km,4.0,Automatic,Silver,4
3009,29793,HYUNDAI,2010,Jeep,Yes,Petrol,180000 km,4.0,Tiptronic,White,10
3010,14113,TOYOTA,2010,Hatchback,No,Hybrid,196121 km,4.0,Automatic,White,8
3011,29633,HYUNDAI,2016,Jeep,Yes,Diesel,27243 km,4.0,Automatic,Grey,4
3013,11447,TOYOTA,2014,Sedan,No,Hybrid,133000 km,4.0,Automatic,Silver,5
3014,20071,HYUNDAI,2013,Sedan,Yes,Petrol,123200 km,4.0,Automatic,Grey,6
3016,8624,HONDA,2009,Hatchback,No,Hybrid,180000 km,4.0,Variator,Silver,4
3017,13328,LEXUS,2010,Jeep,Yes,Hybrid,186005 km,6.0,Automatic,Silver,12
3018,17562,TOYOTA,2014,Sedan,Yes,Petrol,88000 km,4.0,Tiptronic,Black,10
3019,36068,HYUNDAI,2014,Minivan,Yes,Diesel,85933 km,4.0,Automatic,Silver,4
3020,7840,PEUGEOT,2001,Sedan,Yes,Diesel,325000 km,6.0,Tiptronic,Black,6
3021,47217,HYUNDAI,2017,Universal,Yes,Diesel,39071 km,4.0,Automatic,Silver,4
3022,37000,HYUNDAI,2016,Universal,Yes,Diesel,90000 km,4.0,Automatic,Silver,4
3023,16621,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,70880 km,4.0,Automatic,Silver,12
3024,6523,DAEWOO,2010,Sedan,Yes,Petrol,36125 km,4.0,Automatic,Blue,4
3025,12231,CHEVROLET,2011,Sedan,No,Petrol,130000 km,4.0,Automatic,Sky blue,8
3027,23239,HYUNDAI,2011,Sedan,Yes,Petrol,137213 km,4.0,Automatic,Grey,4
3029,12544,OPEL,2008,Hatchback,No,Petrol,168000 km,4.0,Manual,Black,4
3030,17245,FORD,2016,Hatchback,No,Petrol,73600 km,4.0,Tiptronic,Silver,12
3031,2352,VOLKSWAGEN,1991,Sedan,No,CNG,234000 km,4.0,Manual,White,12
3032,79902,FORD,2016,Jeep,Yes,Petrol,125072 km,4.0,Automatic,White,4
3033,26343,VOLKSWAGEN,2016,Sedan,Yes,Petrol,87000 km,4.0,Tiptronic,White,12
3035,8624,MERCEDES-BENZ,2000,Sedan,No,LPG,196600 km,6.0,Manual,Silver,6
3036,21639,RENAULT,2012,Universal,Yes,Diesel,170000 km,4.0,Manual,Black,6
3038,39201,BMW,2010,Jeep,Yes,Diesel,267632 km,6.0,Tiptronic,Black,6
3039,17249,TOYOTA,2010,Hatchback,Yes,Hybrid,179200 km,4.0,Variator,Black,4
3040,25089,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,95000 km,4.0,Automatic,White,12
3041,9565,AUDI,2014,Hatchback,Yes,Petrol,191373 km,6.0,Automatic,Grey,12
3042,12281,CHEVROLET,2010,Sedan,Yes,Petrol,128257 km,4.0,Automatic,Grey,4
3043,9938,HYUNDAI,2014,Sedan,Yes,LPG,377942 km,4.0,Automatic,Silver,4
3045,17540,KIA,2013,Sedan,Yes,Petrol,41412 km,4.0,Automatic,White,4
3047,1098,TOYOTA,2016,Sedan,Yes,Petrol,114389 km,4.0,Automatic,Blue,12
3048,37580,HYUNDAI,2016,Jeep,Yes,Diesel,99000 km,4.0,Automatic,White,4
3049,14269,TOYOTA,2010,Jeep,Yes,Hybrid,300366 km,6.0,Automatic,Blue,12
3050,18000,NISSAN,2016,Jeep,Yes,Petrol,22000 km,4.0,Automatic,Red,8
3051,1725,CHEVROLET,2014,Sedan,Yes,Petrol,184835 km,4.0,Automatic,Silver,12
3052,23521,SKODA,2011,Universal,No,Petrol,180000 km,4.0,Manual,Silver,10
3053,13485,MERCEDES-BENZ,2003,Jeep,Yes,CNG,235200 km,6.0,Tiptronic,Black,12
3054,25089,MERCEDES-BENZ,2008,Sedan,Yes,Petrol,63000 km,6.0,Tiptronic,Black,12
3055,29777,HYUNDAI,2013,Jeep,Yes,Diesel,182217 km,4.0,Automatic,White,4
3056,22580,TOYOTA,2011,Jeep,Yes,Petrol,368064 km,6.0,Automatic,Grey,12
3057,7840,TOYOTA,2004,Hatchback,No,Petrol,170342 km,4.0,Variator,Silver,4
3058,36166,CHEVROLET,2017,Jeep,Yes,Diesel,71400 km,4.0,Automatic,Silver,4
3059,34497,FORD,2015,Sedan,Yes,Plug-in Hybrid,78000 km,4.0,Automatic,Black,4
3060,17186,HYUNDAI,2012,Sedan,Yes,Petrol,157367 km,4.0,Automatic,Grey,4
3061,17158,HYUNDAI,2013,Sedan,Yes,Petrol,117500 km,4.0,Automatic,Grey,4
3062,5018,CHEVROLET,2019,Coupe,Yes,Petrol,8710 km,4.0,Automatic,Black,12
3063,42337,AUDI,2013,Jeep,Yes,Petrol,139259 km,6.0,Tiptronic,Black,12
3064,49858,HYUNDAI,2014,Jeep,Yes,Petrol,87000 km,4.0,Automatic,Grey,4
3065,19757,FORD,2006,Microbus,No,Diesel,286000 km,4.0,Manual,White,4
3066,16621,TOYOTA,2008,Jeep,No,Petrol,113600 km,5.0,Automatic,White,4
3067,30038,HYUNDAI,2018,Sedan,Yes,Diesel,60000 km,4.0,Automatic,White,4
3068,16308,TOYOTA,2018,Sedan,Yes,Petrol,45371 km,4.0,Automatic,Silver,12
3069,29793,BMW,2013,Jeep,Yes,Petrol,68000 km,4.0,Tiptronic,Orange,12
3071,12858,MERCEDES-BENZ,2002,Coupe,Yes,Diesel,260000 km,5.0,Tiptronic,Black,8
3072,16618,FORD,2007,Microbus,No,Diesel,158000 km,4.0,Manual,White,2
3074,18817,TOYOTA,2009,Sedan,Yes,Hybrid,288034 km,4.0,Automatic,Silver,8
3075,34406,HYUNDAI,2014,Minivan,Yes,Diesel,119884 km,4.0,Automatic,Grey,4
3076,45044,HYUNDAI,2017,Sedan,Yes,Petrol,95948 km,4.0,Automatic,White,4
3077,1490,LEXUS,2013,Jeep,Yes,Petrol,154115 km,8.0,Automatic,Black,4
3078,8938,MERCEDES-BENZ,1998,Minivan,Yes,Diesel,222000 km,4.0,Manual,Green,4
3081,8467,SUBARU,2005,Universal,No,Petrol,145576 km,4.0,Automatic,Silver,4
3082,3136,DAIHATSU,2002,Hatchback,No,Petrol,25000 km,4.0,Manual,Green,2
3083,8467,HYUNDAI,2015,Sedan,Yes,LPG,616691 km,4.0,Automatic,Orange,4
3084,5018,MERCEDES-BENZ,2009,Sedan,Yes,Diesel,109139 km,6.0,Automatic,Black,12
3086,84675,TOYOTA,2014,Jeep,Yes,Diesel,137000 km,6.0,Tiptronic,Black,12
3087,10663,FORD,2014,Hatchback,No,Petrol,84800 km,4.0,Automatic,Black,8
3089,11917,FORD,1995,Microbus,No,Diesel,84800 km,4.0,Manual,White,8
3090,14740,HYUNDAI,2014,Hatchback,No,Petrol,51950 km,4.0,Automatic,Grey,8
3091,6899,MERCEDES-BENZ,1996,Sedan,No,Petrol,210456 km,4.0,Manual,Silver,2
3092,15624,HYUNDAI,2014,Sedan,Yes,Diesel,126265 km,4.0,Automatic,White,4
3093,10349,MITSUBISHI,2010,Sedan,No,Petrol,89617 km,4.0,Variator,Beige,8
3094,1568,VOLKSWAGEN,2014,Sedan,Yes,Diesel,82392 km,4.0,Automatic,Silver,12
3095,14740,HYUNDAI,2012,Sedan,No,Petrol,129000 km,4.0,Tiptronic,Blue,11
3097,10976,HYUNDAI,2015,Sedan,Yes,LPG,620755 km,4.0,Automatic,White,4
3098,6586,MERCEDES-BENZ,1998,Sedan,Yes,CNG,620755 km,6.0,Automatic,White,6
3099,46101,TOYOTA,2015,Sedan,Yes,Hybrid,89600 km,6.0,Automatic,White,10
3100,22580,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,50930 km,4.0,Automatic,Black,12
3102,14113,MERCEDES-BENZ,2002,Sedan,Yes,Diesel,5000 km,6.0,Automatic,White,4
3103,16621,CHEVROLET,2012,Jeep,Yes,Diesel,198000 km,4.0,Automatic,Silver,4
3104,19130,CHEVROLET,2016,Sedan,No,Petrol,32000 km,4.0,Tiptronic,Grey,12
3105,2430,MERCEDES-BENZ,2013,Coupe,Yes,Petrol,121600 km,4.0,Automatic,White,12
3106,21639,CHEVROLET,2016,Sedan,Yes,Petrol,99200 km,4.0,Tiptronic,Black,10
3107,17249,FORD,2009,Sedan,Yes,Hybrid,245000 km,4.0,Automatic,Silver,10
3108,19757,TOYOTA,2013,Sedan,No,Petrol,137568 km,4.0,Automatic,Blue,6
3109,1000,VAZ,1983,Sedan,No,Petrol,137568 km,4.0,Manual,Beige,6
3110,11604,JEEP,2001,Jeep,Yes,CNG,297600 km,8.0,Automatic,Grey,12
3111,51746,GAZ,1953,Sedan,No,Petrol,297600 km,4.0,Manual,Beige,12
3112,32302,TOYOTA,2013,Sedan,Yes,Hybrid,73600 km,6.0,Automatic,Blue,6
3113,40390,HYUNDAI,2016,Jeep,Yes,Diesel,134413 km,4.0,Automatic,Silver,4
3114,9879,TOYOTA,2010,Hatchback,No,Hybrid,146000 km,4.0,Automatic,Grey,12
3115,15681,LINCOLN,2015,Sedan,Yes,Hybrid,137666 km,4.0,Tiptronic,Grey,10
3116,16621,HYUNDAI,2014,Sedan,No,Petrol,105600 km,4.0,Tiptronic,Carnelian red,10
3117,17719,HYUNDAI,2017,Sedan,No,Petrol,53895 km,4.0,Automatic,Silver,8
3118,7527,MAZDA,2002,Sedan,No,Petrol,150000 km,4.0,Tiptronic,White,2
3119,18245,TOYOTA,2010,Sedan,No,Hybrid,172707 km,4.0,Variator,Black,4
3120,14113,HYUNDAI,2012,Sedan,Yes,Petrol,135456 km,4.0,Automatic,White,12
3121,16800,SSANGYONG,2011,Sedan,Yes,Diesel,173987 km,4.0,Automatic,Silver,4
3122,18817,BMW,2006,Sedan,Yes,Petrol,180000 km,8.0,Tiptronic,Black,12
3123,13485,BMW,2009,Coupe,Yes,Petrol,163000 km,6.0,Automatic,Black,6
3124,26343,KIA,2016,Sedan,Yes,Petrol,27390 km,4.0,Automatic,Black,4
3125,6899,CHEVROLET,2010,Sedan,Yes,Petrol,150001 km,4.0,Automatic,Silver,4
3126,16091,HYUNDAI,2010,Coupe,Yes,Petrol,100000 km,4.0,Automatic,Grey,4
3127,52263,HYUNDAI,2016,Jeep,Yes,Diesel,108025 km,4.0,Automatic,Black,4
3128,23834,NISSAN,2013,Jeep,Yes,Petrol,147200 km,4.0,Tiptronic,Silver,6
3129,15367,BMW,2005,Sedan,Yes,Petrol,177000 km,8.0,Tiptronic,Black,12
3130,2666,VOLKSWAGEN,2015,Hatchback,Yes,Petrol,104618 km,4.0,Automatic,White,12
3131,27598,HYUNDAI,2016,Sedan,No,Petrol,41000 km,4.0,Automatic,White,8
3132,49751,HYUNDAI,2015,Sedan,Yes,Petrol,24148 km,4.0,Automatic,Black,4
3133,16000,SUBARU,2006,Sedan,No,Petrol,1111 km,4.0,Manual,White,6
3134,9408,VOLKSWAGEN,2012,Sedan,Yes,Diesel,119619 km,4.0,Automatic,Black,12
3135,22000,VOLKSWAGEN,2012,Sedan,Yes,Petrol,250000 km,4.0,Automatic,Black,14
3136,20297,HYUNDAI,2010,Sedan,Yes,Petrol,155590 km,4.0,Automatic,Grey,4
3137,58579,HYUNDAI,2016,Jeep,Yes,Diesel,35000 km,4.0,Automatic,Grey,4
3138,17562,BMW,2004,Jeep,Yes,Petrol,141454 km,8.0,Tiptronic,Black,16
3139,3900,OPEL,2000,Sedan,No,Petrol,156000 km,4.0,Manual,Grey,2
3140,8467,NISSAN,2002,Jeep,Yes,Petrol,254321 km,4.0,Manual,Grey,6
3141,23521,LEXUS,2013,Hatchback,Yes,Hybrid,125000 km,4.0,Automatic,Carnelian red,12
3143,17249,JEEP,2009,Jeep,Yes,Petrol,54575 km,4.0,Automatic,Silver,4
3144,26971,FORD,2013,Sedan,Yes,Petrol,53000 km,4.0,Manual,Yellow,8
3145,14583,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,230696 km,6.0,Automatic,Black,12
3146,10976,TOYOTA,1998,Jeep,No,Petrol,262000 km,6.0,Automatic,Black,12
3147,6586,TOYOTA,2019,Coupe,Yes,Petrol,5219 km,4.0,Automatic,White,12
3148,12701,HYUNDAI,2010,Jeep,Yes,Diesel,56765 km,4.0,Automatic,Silver,4
3149,58018,TOYOTA,2018,Jeep,No,Petrol,1358 km,4.0,Tiptronic,Grey,12
3150,18531,HYUNDAI,2011,Sedan,Yes,Petrol,165845 km,4.0,Automatic,Silver,4
3151,10976,MERCEDES-BENZ,1998,Sedan,No,Petrol,165845 km,4.0,Manual,Black,2
3152,3607,TOYOTA,2012,Sedan,Yes,Hybrid,156518 km,4.0,Automatic,White,12
3153,9408,ISUZU,1999,Jeep,No,Petrol,170000 km,6.0,Automatic,Blue,4
3154,10036,TOYOTA,2007,Hatchback,Yes,Petrol,240000 km,4.0,Variator,Grey,4
3155,21953,HYUNDAI,2009,Minivan,Yes,Diesel,150000 km,6.0,Automatic,Silver,4
3156,11604,TOYOTA,2008,Coupe,No,Petrol,150000 km,4.0,Manual,Black,2
3157,28222,HYUNDAI,2016,Sedan,No,Petrol,71200 km,4.0,Tiptronic,Silver,12
3158,17249,VOLKSWAGEN,2010,Sedan,Yes,Petrol,168000 km,4.0,Automatic,White,6
3159,61154,TOYOTA,2018,Sedan,Yes,Hybrid,32000 km,4.0,Automatic,Black,12
3160,4861,FORD,2014,Sedan,Yes,Hybrid,124493 km,4.0,Automatic,White,12
3161,41720,HYUNDAI,2016,Jeep,Yes,Diesel,113120 km,4.0,Automatic,Grey,4
3162,21326,TOYOTA,2013,Hatchback,No,Hybrid,87000 km,4.0,Automatic,Grey,6
3163,13172,VOLKSWAGEN,2016,Sedan,No,Petrol,45312 km,4.0,Tiptronic,Black,10
3164,15292,HYUNDAI,2010,Coupe,Yes,Petrol,146691 km,4.0,Automatic,Black,4
3166,10976,HONDA,2009,Hatchback,No,Hybrid,200000 km,4.0,Automatic,Silver,2
3167,48873,SSANGYONG,2014,Jeep,Yes,Diesel,52576 km,4.0,Automatic,Black,4
3168,8154,LEXUS,2008,Jeep,Yes,Hybrid,224629 km,6.0,Automatic,Silver,12
3169,11917,HYUNDAI,2013,Sedan,No,Petrol,80000 km,4.0,Tiptronic,Grey,12
3171,21326,TOYOTA,2015,Sedan,Yes,Hybrid,79500 km,4.0,Automatic,Grey,10
3172,22580,MERCEDES-BENZ,2007,Sedan,Yes,Petrol,151000 km,6.0,Automatic,Black,12
3173,4861,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,128202 km,6.0,Automatic,Black,12
3174,17562,KIA,2013,Sedan,Yes,Petrol,120000 km,4.0,Automatic,Black,8
3175,26594,HYUNDAI,2012,Jeep,Yes,Diesel,138525 km,4.0,Automatic,Black,4
3176,15994,VOLKSWAGEN,2014,Sedan,Yes,Petrol,65282 km,4.0,Automatic,Black,8
3177,27911,LEXUS,2011,Jeep,Yes,Petrol,900000 km,12.0,Tiptronic,Black,12
3179,39515,KIA,2016,Jeep,Yes,Diesel,21683 km,4.0,Automatic,Black,4
3181,17562,HYUNDAI,2017,Sedan,No,Petrol,44000 km,4.0,Automatic,Black,6
3182,14113,MAZDA,2014,Sedan,Yes,Diesel,136000 km,4.0,Automatic,Black,8
3183,17249,VOLKSWAGEN,2014,Sedan,Yes,Petrol,107200 km,4.0,Automatic,White,8
3184,14113,RENAULT,2010,Universal,No,Diesel,190000 km,4.0,Manual,Black,6
3186,19306,TOYOTA,2013,Sedan,Yes,Petrol,48300 km,4.0,Automatic,Red,4
3188,10663,MERCEDES-BENZ,2001,Sedan,Yes,Petrol,240000 km,6.0,Tiptronic,Black,8
3190,4391,VOLKSWAGEN,1995,Sedan,No,Petrol,107000 km,4.0,Manual,Green,2
3191,25089,TOYOTA,2012,Sedan,Yes,Hybrid,95000 km,4.0,Tiptronic,Grey,12
3192,22649,HYUNDAI,2011,Jeep,Yes,Diesel,191264 km,4.0,Automatic,White,4
3193,10515,HYUNDAI,2014,Sedan,Yes,LPG,55210 km,4.0,Automatic,Silver,4
3194,20266,HYUNDAI,2012,Sedan,Yes,Petrol,98252 km,4.0,Automatic,Grey,4
